area,spell_id,name,rank,family,dmg_class,school_mask,cast_ms,base_cast_ms,gcd_ms,gcd_category,cooldown_ms,category_cooldown_ms,duration_ms,max_duration_ms,stacks,tick_ms,speed,max_targets,binary,channeled,ranged_slot,auto_repeat,resets_swing,haste_gcd,haste_periodic,no_active_defense,always_hit,positive,passive,proc_ppm,proc_chance,proc_icd_ms,triggers,scripts,sim_refs
shaman,70831,Maelstrom Power,,0,0,8,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/talents.go:392
warlock,70840,Devious Minds,,0,0,32,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warlock/items.go:142 sim/warlock/items.go:156
warrior,70847,Item - Warrior T10 Melee 4P Bonus,,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,,,,,,sim/warrior/talents.go:252 sim/warrior/talents.go:609
warrior,70855,Blood Drinker,,0,0,8,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/warrior/items.go:243
druid,71023,Languish,,3,0,8,0,0,0,0,0,0,4000,4000,0,2000,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/druid/items.go:93
warlock,71165,Molten Core,,5,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,0,100,0,,,sim/warlock/talents.go:366
druid,71175,Agile,,0,0,8,0,0,0,0,0,0,15000,15000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/items.go:493
druid,71177,Vicious,,0,0,8,0,0,0,0,0,0,15000,15000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/druid/items.go:374
paladin,71187,Formidable,,0,0,8,0,0,0,0,0,0,15000,15000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/paladin/items.go:387
shaman,71199,Furious,,0,0,8,0,0,0,0,0,0,30000,30000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/items_wotlk.go:174
shaman,71216,Enraged,,0,0,8,0,0,0,0,0,0,15000,15000,3,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/shaman/items_wotlk.go:143
deathknight,71227,Indomitable,,0,0,8,0,0,0,0,0,0,15000,15000,3,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:692
deathknight,71229,Precognition,,0,0,8,0,0,0,0,0,0,15000,15000,5,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/deathknight/items.go:719
common/wotlk,71396,Rage of the Fallen,,0,0,1,0,0,0,0,0,0,10000,10000,20,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:314
common/wotlk,71401,Icy Rage,,0,1,64,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:511
common/wotlk,71403,Fatal Flaws,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:499
common/wotlk,71432,Mote of Anger,,0,0,1,0,0,0,0,0,0,-1,-1,8,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/capacitors.go:220
common/wotlk,71433,Manifest Anger,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/common/wotlk/capacitors.go:185
common/wotlk,71434,Manifest Anger,,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/common/wotlk/capacitors.go:200
common/wotlk,71484,Strength of the Taunka,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:145
common/wotlk,71485,Agility of the Vrykul,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:146
common/wotlk,71486,Power of the Taunka,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:147
common/wotlk,71491,Aim of the Iron Dwarves,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:148
common/wotlk,71492,Speed of the Vrykul,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:149
common/wotlk,71541,Icy Rage,,0,1,64,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:523
common/wotlk,71556,Agility of the Vrykul,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:157
common/wotlk,71558,Power of the Taunka,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:158
common/wotlk,71559,Aim of the Iron Dwarves,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:159
common/wotlk,71560,Speed of the Vrykul,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:160
common/wotlk,71561,Strength of the Taunka,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:156
common/wotlk,71570,Cultivated Power,,0,0,1,0,0,0,0,0,0,10000,10000,10,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:268
common/wotlk,71572,Cultivated Power,,0,0,1,0,0,0,0,0,0,10000,10000,10,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:279
common/wotlk,71575,Invigorated,,0,0,1,0,0,0,0,0,0,10000,10000,10,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:290
common/wotlk,71577,Invigorated,,0,0,1,0,0,0,0,0,0,10000,10000,10,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_stacking.go:302
common/wotlk,71584,Revitalized,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:535
common/wotlk core,71586,Hardened Skin,,0,1,2,0,0,0,0,0,1000,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:687 sim/core/serverdata_allowlist.go:37
common/wotlk,71605,Siphoned Power,,0,1,64,0,0,0,0,0,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:545
common/wotlk,71636,Siphoned Power,,0,1,64,0,0,0,0,0,0,20000,20000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:556
shaman,71824,Lava Burst,,0,0,4,0,0,0,0,0,0,6000,6000,0,2000,0,0,no,no,no,no,no,no,no,no,yes,no,no,,,,,,sim/shaman/lavaburst.go:21
common/wotlk,71841,Smite,,0,1,2,0,0,0,0,1500,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,yes,no,no,,,,,spell_pet_gen_valkyr_guardian_smite,sim/common/wotlk/nibelung.go:53
common/wotlk,71842,Smite,Rank 12,0,1,2,0,0,0,0,1500,0,0,0,0,0,0,0,no,no,no,no,yes,no,no,no,yes,no,no,,,,,spell_pet_gen_valkyr_guardian_smite,sim/common/wotlk/nibelung.go:55
common/wotlk,71843,Summon Val'kyr,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/nibelung.go:90
common/wotlk,71844,Summon Val'kyr,,0,0,1,0,0,0,0,0,0,30000,30000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/nibelung.go:87
common/wotlk,71845,Item - Icecrown 25 Normal Caster Weapon Proc,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,2,0,71843,,sim/common/wotlk/nibelung.go:91
common/wotlk,71846,Item - Icecrown 25 Heroic Caster Weapon Proc,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,2,0,71844,,sim/common/wotlk/nibelung.go:88
common/wotlk,71870,Blessing of Light,,0,0,2,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:1128
common/wotlk,71871,Item - Icecrown 25 Normal Tank Weapon Proc,,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,37,0,71870,,sim/common/wotlk/other_effects.go:1129
common/wotlk,71872,Blessing of Light,,0,0,2,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/other_effects.go:1137
common/wotlk,71873,Item - Icecrown 25 Heroic Tank Weapon Proc,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,37,0,71872,,sim/common/wotlk/other_effects.go:1138
common/wotlk,71875,Necrotic Touch,,0,0,32,0,0,0,0,0,0,10000,10000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,0,100,0,,spell_item_necrotic_touch,sim/common/wotlk/other_effects.go:985
common/wotlk,71877,Necrotic Touch,,0,0,32,0,0,0,0,0,0,10000,10000,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,no,0,100,0,,spell_item_necrotic_touch,sim/common/wotlk/other_effects.go:989
common/wotlk,71904,Chaos Bane,,0,0,32,0,0,0,0,0,0,0,0,0,0,10,0,no,no,no,no,no,no,no,no,no,no,no,,,,,,sim/common/wotlk/shadowmourne.go:30
common/wotlk,71905,Soul Fragment,,0,0,1,0,0,0,0,0,0,60000,60000,10,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,spell_item_shadowmourne_soul_fragment,sim/common/wotlk/shadowmourne.go:48
common/wotlk,72412,Frostforged Champion,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:594 sim/common/wotlk/stat_bonus_procs.go:606 sim/common/wotlk/stat_bonus_procs.go:642 +1 more
common/wotlk,72413,Item - Icecrown Reputation Ring Melee,,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,yes,0,10,60000,72412,,sim/common/wotlk/stat_bonus_procs.go:600 sim/common/wotlk/stat_bonus_procs.go:612 sim/common/wotlk/stat_bonus_procs.go:648 +1 more
common/wotlk,72414,Frostforged Defender,,0,1,1,0,0,0,133,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:618 sim/common/wotlk/stat_bonus_procs.go:630
common/wotlk,72415,Item - Icecrown Reputation Ring Tank Trigger,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,yes,0,3,0,72414,,sim/common/wotlk/stat_bonus_procs.go:624 sim/common/wotlk/stat_bonus_procs.go:636
common/wotlk,72416,Frostforged Sage,,0,1,64,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:568 sim/common/wotlk/stat_bonus_procs.go:581
encounters,73061,Frost Breath,,0,1,16,1500,1500,0,0,0,0,10000,10000,6,0,0,0,no,no,no,no,yes,no,no,no,no,no,no,,,,,spell_sindragosa_frost_breath,sim/encounters/icc/sindragosa25h_ai.go:257
common/wotlk,73422,Chaos Bane,,0,0,1,0,0,0,0,0,0,10000,10000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/shadowmourne.go:27
common/wotlk,75456,Piercing Twilight,,0,1,64,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:677
common/wotlk,75458,Piercing Twilight,,0,1,64,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:665
common/wotlk,75466,Twilight Flames,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:689
common/wotlk,75473,Twilight Flames,,0,0,1,0,0,0,0,0,0,15000,15000,0,0,0,0,yes,no,no,no,no,no,no,no,no,yes,no,,,,,,sim/common/wotlk/stat_bonus_procs.go:700
